17.651575,28.46665,3.20459,34.893105,39.411907,11.037723,36.783283,30.371527,29.273802,45.923462,16.23224,41.727684,19.04732,4.073128,47.443382,8.037082,39.697094
0.5055994,8.979058,43.57666,34.448303,32.92804,10.943452,44.69917,13.089347,11.086345,22.98176,32.9167,49.030117,7.2129307,0.3353119,33.322136,37.504986,30.26959
40.523098,2.7672708,40.475723,25.226826,49.859016,41.281746,35.87019,7.60501,44.557198,12.051455,11.150116,32.31115,43.56464,20.278893,2.4777532,31.47973,11.96208
23.728386,15.3703575,15.763515,24.292034,48.42818,43.398987,17.174534,45.54071,21.478992,1.6895175,44.155956,14.782527,10.229835,48.487392,3.738743,48.287876,28.158146
43.401676,14.224425,47.82344,3.9709659,35.97919,0.3164351,18.098112,11.970613,44.586323,31.631142,9.015936,20.252905,38.08812,33.347546,42.31081,24.384748,12.184483
22.848633,4.0084124,9.804034,37.44716,39.67116,49.27173,17.167074,26.835129,4.17403,21.85234,3.513056,19.767332,26.974014,28.43593,34.602486,26.499218,20.454561
27.514257,12.705344,27.663877,32.256016,11.445207,20.958979,37.26018,10.48984,29.51712,23.085684,34.242565,1.0254562,14.0839815,22.56248,45.113365,8.27381,33.186172
1.4833361,2.7441292,34.790096,23.050663,48.466393,1.0433465,49.249123,6.0389905,10.560905,10.312292,12.076423,22.077295,33.632233,39.236794,18.56877,49.486168,22.98634
39.780895,28.687815,39.088444,23.781788,14.889979,3.994748,40.19876,43.21779,33.268383,26.20335,9.810999,21.637938,33.743782,49.51067,25.250444,32.0139,5.3227844
33.822586,43.529827,0.14031827,0.21537542,46.985085,27.456707,36.057594,31.378006,37.57762,43.529785,49.40377,4.7946362,2.2945046,41.210625,2.6691854,9.362372,12.662181
28.17296,30.681562,4.2346687,19.19987,24.553904,7.4851093,38.442795,9.168649,18.530596,12.4020815,19.989576,8.96751,20.224041,41.191494,19.09317,18.877357,5.022371
10.466748,41.339012,6.235385,16.982838,39.92707,2.9431076,20.908457,28.611523,47.428658,19.687876,1.9476652,42.658443,2.8079062,9.193126,7.025343,11.762324,32.915516
29.64079,42.315468,12.0225725,19.17682,26.775196,23.169413,0.5872518,0.7170409,0.6248951,38.70885,35.87648,27.643177,37.89238,32.409683,32.3944,16.326323,40.07074
37.144924,32.533802,48.754215,29.089054,5.906603,22.191307,42.406,25.45996,7.609171,19.26517,23.22692,0.58318675,32.718052,17.609564,18.64452,37.909737,32.831917
49.20913,48.06984,43.234802,6.316474,4.185486,26.774227,44.387794,3.3390403,48.75576,33.637146,25.22972,45.53959,1.9649804,21.142174,9.138123,10.605896,1.4738262
5.6826234,17.325397,40.363243,29.996756,10.156309,27.446386,22.965591,17.27928,47.819195,36.335632,28.3633,27.436062,24.173677,26.485304,29.557604,19.732439,21.43989
1.4235198,6.0246887,8.701905,0.95401406,18.654097,46.049927,30.102993,12.119183,26.72719,10.159093,45.413857,10.671252,22.56253,42.127743,24.156523,33.78892,16.860352
18.60884,9.680313,28.657003,35.60875,24.813854,36.49323,24.570963,38.90973,16.143059,31.718233,45.54438,49.96157,43.57089,37.70883,41.0491,15.694204,0.9931952
19.755104,31.286987,0.6816268,22.832579,11.649791,0.9756744,20.255322,19.828478,11.697096,41.647205,20.702171,25.121132,13.599261,37.933666,0.8166611,14.1379385,26.143023
23.179409,2.4390936,3.2299995,45.357254,15.313005,28.779406,38.964157,4.9820065,35.478012,29.91108,13.086134,39.867886,1.1101872,39.714176,25.724796,41.03335,17.516731
48.4247,29.85309,6.2985477,29.52314,28.764248,4.4616847,11.970454,28.274818,31.11543,38.596024,46.290356,20.088789,17.392815,27.273052,46.11614,40.52735,32.934586
